Unnamed: 0,gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
906,Female,36,Divorced,No Qualification,English,White,"2,600 to 5,200",London,Yes,30.0,20.0,Packets
908,Male,71,Widowed,No Qualification,English,White,"2,600 to 5,200",London,Yes,25.0,25.0,Packets
909,Male,69,Married,No Qualification,British,White,"5,200 to 10,400",London,Yes,10.0,10.0,Hand-Rolled
910,Male,38,Single,A Levels,Irish,White,"28,600 to 36,400",London,Yes,10.0,6.0,Hand-Rolled
915,Male,34,Single,Degree,English,White,"Above 36,400",London,Yes,20.0,20.0,Packets
917,Female,32,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,Yes,3.0,3.0,Hand-Rolled
920,Male,24,Single,GCSE/O Level,English,White,"Under 2,600",London,Yes,10.0,10.0,Both/Mainly Packets
924,Female,29,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,6.0,0.0,Hand-Rolled
928,Male,22,Single,GCSE/O Level,Irish,White,"20,800 to 28,600",London,Yes,0.0,7.0,Packets
931,Female,61,Divorced,No Qualification,Other,White,"10,400 to 15,600",London,Yes,5.0,4.0,Packets
934,Male,66,Single,No Qualification,British,White,"5,200 to 10,400",London,Yes,30.0,30.0,Packets
943,Male,66,Married,Degree,British,Asian,"10,400 to 15,600",London,Yes,5.0,55.0,Packets
947,Female,36,Married,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,1.0,Packets
956,Female,36,Married,GCSE/CSE,British,White,"Under 2,600",London,Yes,5.0,1.0,Packets
967,Female,93,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,0.0,3.0,Packets
970,Female,53,Single,No Qualification,English,White,"2,600 to 5,200",London,Yes,4.0,4.0,Packets
976,Female,41,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",London,Yes,10.0,10.0,Packets
982,Female,73,Married,Degree,Scottish,White,"10,400 to 15,600",London,Yes,16.0,16.0,Packets
983,Male,22,Single,ONC/BTEC,English,White,"20,800 to 28,600",London,Yes,15.0,15.0,Both/Mainly Packets
985,Female,86,Widowed,GCSE/O Level,Irish,White,"10,400 to 15,600",London,Yes,7.0,7.0,Packets
986,Female,54,Married,Degree,British,White,"20,800 to 28,600",London,Yes,20.0,20.0,Packets
988,Female,22,Single,Degree,English,Mixed,"20,800 to 28,600",London,Yes,15.0,15.0,Packets
991,Female,54,Divorced,Other/Sub Degree,British,Chinese,"Under 2,600",London,Yes,15.0,10.0,Packets
994,Female,51,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,2.0,Packets
996,Female,26,Single,Degree,Other,White,"Under 2,600",London,Yes,5.0,0.0,Packets
1002,Male,82,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",London,Yes,3.0,3.0,Packets
1007,Female,41,Divorced,No Qualification,British,White,"2,600 to 5,200",London,Yes,20.0,20.0,Packets
1017,Female,40,Married,A Levels,English,White,"10,400 to 15,600",London,Yes,2.0,0.0,Both/Mainly Packets
1020,Female,42,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,25.0,10.0,Packets
1021,Female,48,Separated,GCSE/O Level,Scottish,White,"20,800 to 28,600",London,Yes,25.0,25.0,Packets
1022,Female,45,Divorced,GCSE/O Level,British,Black,"20,800 to 28,600",London,Yes,15.0,10.0,Packets
1025,Male,63,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,Yes,20.0,20.0,Packets
1031,Male,24,Single,ONC/BTEC,British,White,"15,600 to 20,800",London,Yes,15.0,20.0,Packets
1032,Female,25,Single,Other/Sub Degree,British,Chinese,"20,800 to 28,600",London,Yes,5.0,2.0,Packets
1035,Female,33,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,10.0,8.0,Packets
1039,Female,64,Married,No Qualification,British,White,"10,400 to 15,600",London,Yes,15.0,7.0,Hand-Rolled
1043,Male,31,Married,Degree,English,White,"Above 36,400",London,Yes,10.0,5.0,Both/Mainly Packets
1045,Male,18,Single,No Qualification,Other,Chinese,"Under 2,600",London,Yes,20.0,10.0,Packets
1049,Male,17,Single,GCSE/CSE,British,Asian,"Under 2,600",London,Yes,20.0,10.0,Packets
1050,Male,37,Single,ONC/BTEC,British,Black,"10,400 to 15,600",London,Yes,20.0,10.0,Packets
1053,Male,68,Married,ONC/BTEC,British,White,"10,400 to 15,600",South East,Yes,7.0,7.0,Packets
1059,Female,29,Married,A Levels,English,White,"10,400 to 15,600",South East,Yes,10.0,5.0,Packets
1068,Female,66,Widowed,No Qualification,English,White,Refused,South East,Yes,20.0,20.0,Packets
1073,Male,63,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,2.0,1.0,Packets
1078,Male,28,Single,GCSE/O Level,English,Black,"5,200 to 10,400",South East,Yes,10.0,10.0,Hand-Rolled
1083,Female,22,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,15.0,7.0,Packets
1087,Female,33,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
1089,Female,29,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
1092,Male,51,Single,No Qualification,British,White,"20,800 to 28,600",South East,Yes,20.0,20.0,Packets
1097,Male,45,Single,GCSE/O Level,English,White,"Above 36,400",South East,Yes,10.0,20.0,Packets
1112,Female,36,Married,GCSE/O Level,British,White,"Under 2,600",South East,Yes,5.0,3.0,Packets
1113,Female,34,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
1118,Female,46,Married,No Qualification,English,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
1124,Female,41,Separated,GCSE/CSE,English,White,"5,200 to 10,400",South East,Yes,30.0,15.0,Packets
1125,Male,34,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,30.0,15.0,Packets
1126,Male,47,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,Yes,40.0,40.0,Packets
1134,Male,32,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,20.0,Packets
1135,Female,28,Single,A Levels,British,White,"Under 2,600",South East,Yes,5.0,5.0,Packets
1137,Male,42,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Hand-Rolled
1145,Male,18,Single,No Qualification,Refused,Refused,Refused,South East,Yes,10.0,10.0,Packets
1146,Male,50,Divorced,A Levels,English,White,"20,800 to 28,600",South East,Yes,10.0,5.0,Packets
1147,Female,79,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Packets
1148,Female,22,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,5.0,Packets
1151,Male,77,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,15.0,15.0,Packets
1154,Male,54,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,10.0,20.0,Both/Mainly Packets
1157,Male,50,Single,Degree,British,White,"20,800 to 28,600",South East,Yes,12.0,6.0,Packets
1159,Female,48,Divorced,No Qualification,Irish,Mixed,"2,600 to 5,200",South East,Yes,40.0,20.0,Packets
1164,Male,62,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,10.0,10.0,Hand-Rolled
1174,Female,46,Single,No Qualification,English,White,"2,600 to 5,200",South East,Yes,20.0,20.0,Packets
1181,Female,48,Divorced,No Qualification,English,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
1182,Male,49,Divorced,ONC/BTEC,British,White,"Above 36,400",South East,Yes,15.0,10.0,Packets
1183,Male,35,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,Yes,60.0,40.0,Packets
1188,Female,45,Single,GCSE/O Level,English,White,Refused,South East,Yes,20.0,20.0,Packets
1189,Male,39,Married,A Levels,English,White,"20,800 to 28,600",South East,Yes,20.0,10.0,Packets
1197,Male,54,Married,No Qualification,English,White,"20,800 to 28,600",South East,Yes,30.0,30.0,Packets
1200,Male,28,Single,Degree,British,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
1202,Male,37,Married,Degree,English,White,"Above 36,400",South East,Yes,0.0,4.0,Packets
1204,Female,33,Single,Degree,English,Mixed,"15,600 to 20,800",South East,Yes,10.0,6.0,Both/Mainly Packets
1205,Male,52,Married,Degree,Other,White,"5,200 to 10,400",South East,Yes,40.0,40.0,Packets
1211,Female,43,Married,No Qualification,British,White,"Above 36,400",South East,Yes,12.0,12.0,Packets
1215,Female,41,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
1216,Female,46,Married,GCSE/CSE,British,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
1217,Male,57,Married,Degree,British,White,"Above 36,400",South East,Yes,35.0,35.0,Packets
1220,Female,39,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,10.0,7.0,Packets
1221,Male,67,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Hand-Rolled
1225,Male,50,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,15.0,10.0,Hand-Rolled
1230,Female,70,Married,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
1240,Male,46,Single,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,15.0,15.0,Packets
1241,Male,51,Single,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
1244,Female,32,Single,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
1246,Female,54,Widowed,GCSE/CSE,English,White,"20,800 to 28,600",South East,Yes,25.0,25.0,Packets
1263,Female,27,Single,Higher/Sub Degree,Other,White,"15,600 to 20,800",South East,Yes,12.0,15.0,Hand-Rolled
1264,Female,40,Married,GCSE/CSE,British,White,"Under 2,600",South East,Yes,30.0,18.0,Packets
1268,Male,39,Married,ONC/BTEC,British,White,"15,600 to 20,800",South East,Yes,15.0,15.0,Packets
1276,Male,31,Single,GCSE/O Level,English,White,"10,400 to 15,600",South East,Yes,10.0,20.0,Both/Mainly Packets
1283,Female,39,Married,GCSE/CSE,Irish,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
1285,Female,28,Married,Degree,British,White,"5,200 to 10,400",South East,Yes,7.0,7.0,Packets
1289,Female,18,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
1291,Female,68,Widowed,No Qualification,British,White,"5,200 to 10,400",South East,Yes,8.0,8.0,Packets
1292,Female,28,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,15.0,Packets
1294,Female,26,Single,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,15.0,15.0,Both/Mainly Packets
1295,Female,19,Single,No Qualification,Welsh,White,"2,600 to 5,200",South East,Yes,5.0,5.0,Packets
1296,Female,41,Divorced,Other/Sub Degree,Welsh,White,"5,200 to 10,400",South East,Yes,30.0,30.0,Packets
1299,Male,47,Single,No Qualification,English,White,"5,200 to 10,400",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
1302,Male,50,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,Yes,15.0,15.0,Hand-Rolled
1304,Female,36,Married,A Levels,English,White,"Under 2,600",South West,Yes,10.0,0.0,Packets
1316,Female,40,Divorced,No Qualification,British,White,"5,200 to 10,400",South West,Yes,10.0,5.0,Packets
1321,Female,43,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,5.0,0.0,Packets
1322,Female,72,Widowed,No Qualification,British,White,"2,600 to 5,200",South West,Yes,3.0,3.0,Packets
1327,Female,39,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,10.0,6.0,Both/Mainly Packets
1330,Male,54,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,20.0,20.0,Packets
1341,Female,48,Single,Degree,English,White,Refused,South West,Yes,10.0,10.0,Hand-Rolled
1342,Male,25,Single,No Qualification,British,White,"15,600 to 20,800",South West,Yes,40.0,20.0,Packets
1343,Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,30.0,10.0,Hand-Rolled
1351,Female,17,Single,GCSE/O Level,English,White,"Under 2,600",South West,Yes,20.0,10.0,Both/Mainly Packets
1355,Female,39,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Packets
1364,Male,27,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,30.0,10.0,Packets
1370,Male,47,Married,A Levels,English,White,"Above 36,400",South West,Yes,40.0,40.0,Packets
1378,Male,30,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,4.0,1.0,Packets
1383,Female,68,Divorced,No Qualification,English,White,"2,600 to 5,200",South West,Yes,15.0,10.0,Packets
1387,Male,42,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,12.0,0.0,Packets
1392,Male,46,Married,No Qualification,English,White,"10,400 to 15,600",South West,Yes,25.0,25.0,Hand-Rolled
1402,Female,36,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
1404,Male,78,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,Yes,15.0,12.0,Packets
1405,Female,54,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",South West,Yes,10.0,10.0,Packets
1407,Male,28,Married,Other/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,20.0,20.0,Hand-Rolled
1408,Female,41,Separated,GCSE/O Level,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Both/Mainly Packets
1412,Male,31,Married,GCSE/O Level,British,White,"15,600 to 20,800",South West,Yes,1.0,5.0,Packets
1417,Female,60,Married,ONC/BTEC,English,White,Refused,South West,Yes,20.0,20.0,Packets
1422,Male,22,Single,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,5.0,Packets
1426,Male,68,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,25.0,12.0,Hand-Rolled
1427,Male,35,Single,Other/Sub Degree,British,White,"Under 2,600",South West,Yes,10.0,10.0,Packets
1428,Female,51,Divorced,Other/Sub Degree,English,White,Unknown,South West,Yes,25.0,25.0,Packets
1430,Female,45,Single,No Qualification,English,White,Refused,South West,Yes,5.0,5.0,Packets
1432,Female,47,Married,No Qualification,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Packets
1438,Female,22,Single,GCSE/CSE,British,White,"2,600 to 5,200",South West,Yes,30.0,20.0,Both/Mainly Packets
1440,Male,34,Single,GCSE/O Level,British,White,"20,800 to 28,600",South West,Yes,10.0,5.0,Packets
1442,Female,27,Separated,No Qualification,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
1443,Male,28,Single,ONC/BTEC,English,White,"10,400 to 15,600",South West,Yes,12.0,12.0,Packets
1445,Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,30.0,Both/Mainly Packets
1446,Female,34,Single,GCSE/O Level,English,White,"5,200 to 10,400",South West,Yes,20.0,20.0,Hand-Rolled
1448,Female,31,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South West,Yes,20.0,20.0,Packets
1449,Male,49,Divorced,No Qualification,English,White,Refused,South West,Yes,20.0,20.0,Hand-Rolled
1450,Male,42,Divorced,A Levels,Irish,White,"2,600 to 5,200",South West,Yes,50.0,50.0,Hand-Rolled
1452,Male,16,Single,No Qualification,English,White,"Under 2,600",South West,Yes,6.0,6.0,Both/Mainly Packets
1458,Female,46,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South West,Yes,12.0,7.0,Packets
1460,Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,Yes,4.0,4.0,Packets
1464,Male,58,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
1469,Male,61,Separated,No Qualification,Welsh,White,Refused,Wales,Yes,30.0,30.0,Hand-Rolled
1479,Female,44,Married,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,20.0,Packets
1484,Female,69,Widowed,No Qualification,English,White,Unknown,Wales,Yes,15.0,15.0,Packets
1485,Female,72,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
1487,Female,29,Married,A Levels,British,White,"2,600 to 5,200",Wales,Yes,5.0,2.0,Packets
1488,Female,37,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Wales,Yes,30.0,30.0,Packets
1489,Male,29,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,Yes,20.0,20.0,Packets
1496,Male,68,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Hand-Rolled
1501,Female,52,Divorced,No Qualification,Welsh,Unknown,"5,200 to 10,400",Wales,Yes,5.0,5.0,Packets
1506,Female,28,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,0.0,1.0,Packets
1513,Female,46,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,25.0,25.0,Packets
1519,Female,47,Married,No Qualification,British,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
1523,Male,35,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,40.0,40.0,Hand-Rolled
1527,Female,36,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
1529,Female,29,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,10.0,Both/Mainly Packets
1530,Female,27,Single,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,Yes,5.0,5.0,Packets
1533,Female,26,Single,GCSE/CSE,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Packets
1537,Male,41,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,Yes,20.0,12.0,Packets
1541,Male,49,Married,No Qualification,English,White,"20,800 to 28,600",Wales,Yes,20.0,20.0,Packets
1544,Male,25,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,10.0,10.0,Packets
1545,Female,45,Single,Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,5.0,5.0,Packets
1546,Female,24,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,5.0,5.0,Packets
1547,Female,54,Divorced,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,20.0,10.0,Packets
1549,Male,50,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,25.0,25.0,Hand-Rolled
1551,Female,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,Yes,10.0,10.0,Packets
1553,Female,25,Single,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Packets
1555,Male,24,Single,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,15.0,15.0,Packets
1560,Male,67,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,12.0,Hand-Rolled
1566,Female,35,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,Yes,15.0,15.0,Packets
1567,Male,24,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,Yes,20.0,15.0,Packets
1574,Female,55,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,2.0,10.0,Packets
1581,Female,55,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,Yes,12.0,8.0,Packets
1588,Male,58,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,30.0,30.0,Packets
1594,Male,30,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,10.0,Hand-Rolled
1598,Male,41,Married,A Levels,Scottish,White,"20,800 to 28,600",Scotland,Yes,24.0,24.0,Packets
1601,Male,59,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Hand-Rolled
1602,Female,23,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,15.0,Packets
1603,Male,40,Married,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,30.0,15.0,Packets
1604,Male,17,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,6.0,Packets
1607,Male,55,Married,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,45.0,45.0,Hand-Rolled
1608,Male,51,Widowed,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
1612,Female,44,Separated,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Packets
1614,Male,68,Married,Degree,Irish,White,"28,600 to 36,400",Scotland,Yes,1.0,0.0,Packets
1616,Male,60,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
1620,Female,73,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,12.0,Packets
1621,Male,34,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,2.0,Packets
1622,Male,47,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Hand-Rolled
1630,Male,52,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Packets
1631,Female,29,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,6.0,Packets
1634,Female,48,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
1636,Male,72,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,40.0,40.0,Hand-Rolled
1642,Male,50,Married,GCSE/CSE,Scottish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
1643,Male,63,Married,A Levels,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
1646,Female,17,Single,GCSE/CSE,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
1648,Female,47,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,20.0,Packets
1650,Female,44,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,10.0,Packets
1651,Male,52,Single,GCSE/CSE,Irish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
1659,Male,56,Separated,No Qualification,Scottish,White,Refused,Scotland,Yes,10.0,10.0,Hand-Rolled
1660,Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,60.0,30.0,Packets
1662,Male,23,Separated,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,5.0,0.0,Packets
1663,Male,34,Single,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,35.0,18.0,Both/Mainly Hand-Rolled
1667,Female,62,Divorced,GCSE/CSE,Scottish,White,"2,600 to 5,200",Scotland,Yes,18.0,18.0,Packets
1670,Female,43,Single,No Qualification,British,White,"10,400 to 15,600",Scotland,Yes,25.0,20.0,Packets
1671,Male,31,Single,GCSE/O Level,Scottish,White,"2,600 to 5,200",Scotland,Yes,20.0,15.0,Both/Mainly Packets
1672,Male,77,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",Scotland,Yes,20.0,10.0,Packets
1675,Female,31,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,10.0,Packets
1681,Male,24,Single,No Qualification,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Hand-Rolled
1684,Male,35,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,3.0,12.0,Packets
1688,Female,49,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Hand-Rolled
1690,Female,51,Married,No Qualification,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Packets
